Customer_ID,Customer_Name,Age,Gender,Occupation,Annual_Income,City
142,Customer_142,43,Female,Salaried,1821463,Delhi
143,Customer_143,49,Female,Doctor,2448944,Bengaluru
144,Customer_144,57,Female,Government,2017046,Bengaluru
145,Customer_145,57,Female,Self-Employed,2907970,Jaipur
146,Customer_146,49,Female,Teacher,868869,Jaipur
147,Customer_147,43,Male,Government,2168633,Ahmedabad
148,Customer_148,21,Male,Business,2691745,Kolkata
149,Customer_149,43,Female,Business,766263,Jaipur
150,Customer_150,35,Male,Business,2542218,Delhi
151,Customer_151,23,Female,Government,1277044,Kolkata
152,Customer_152,33,Female,Teacher,2227310,Delhi
153,Customer_153,29,Female,Engineer,375887,Lucknow
154,Customer_154,29,Female,Engineer,908682,Delhi
155,Customer_155,62,Female,Self-Employed,2597915,Jaipur
156,Customer_156,59,Female,Government,2227281,Kolkata
157,Customer_157,47,Male,Salaried,2473376,Pune
158,Customer_158,31,Female,Business,902524,Delhi
159,Customer_159,64,Male,Business,1579431,Ahmedabad
160,Customer_160,25,Female,Doctor,531200,Bengaluru
161,Customer_161,37,Female,Engineer,2849167,Lucknow
162,Customer_162,42,Male,Salaried,1416029,Mumbai
163,Customer_163,56,Female,Salaried,1990613,Lucknow
164,Customer_164,38,Male,Salaried,1335152,Bengaluru
165,Customer_165,35,Male,Business,1455150,Bengaluru
166,Customer_166,41,Female,Business,2384650,Kolkata
167,Customer_167,45,Male,Engineer,489787,Bengaluru
168,Customer_168,33,Female,Government,935257,Hyderabad
169,Customer_169,45,Male,Doctor,1001836,Chennai
170,Customer_170,60,Female,Engineer,2556787,Bengaluru
171,Customer_171,52,Male,Government,1306246,Pune
172,Customer_172,28,Female,Engineer,1554263,Kolkata
173,Customer_173,44,Male,Engineer,880426,Mumbai
174,Customer_174,53,Female,Teacher,433467,Hyderabad
175,Customer_175,49,Male,Government,2758754,Hyderabad
176,Customer_176,26,Female,Salaried,2581740,Delhi
177,Customer_177,31,Female,Teacher,2659180,Mumbai
178,Customer_178,63,Female,Self-Employed,665976,Delhi
179,Customer_179,29,Female,Salaried,1725505,Jaipur
180,Customer_180,33,Male,Doctor,1368615,Jaipur
181,Customer_181,35,Female,Doctor,1894720,Kolkata
182,Customer_182,48,Female,Business,1751321,Ahmedabad
183,Customer_183,48,Male,Business,305171,Ahmedabad
184,Customer_184,63,Male,Government,1513832,Lucknow
185,Customer_185,51,Male,Salaried,1256043,Jaipur
186,Customer_186,45,Male,Business,1667602,Chennai
187,Customer_187,64,Female,Engineer,2746675,Ahmedabad
188,Customer_188,53,Female,Teacher,1353722,Bengaluru
189,Customer_189,33,Female,Salaried,2507267,Mumbai
190,Customer_190,27,Female,Salaried,1478071,Kolkata
191,Customer_191,49,Female,Government,2480948,Hyderabad
192,Customer_192,40,Female,Salaried,2819978,Delhi
193,Customer_193,33,Male,Government,1121292,Jaipur
194,Customer_194,43,Male,Self-Employed,2914034,Lucknow
195,Customer_195,26,Female,Doctor,2864108,Bengaluru
196,Customer_196,31,Female,Government,1705099,Kolkata
197,Customer_197,44,Male,Self-Employed,817134,Delhi
198,Customer_198,31,Male,Doctor,751124,Mumbai
199,Customer_199,54,Female,Teacher,1361772,Hyderabad
200,Customer_200,56,Male,Government,2739665,Bengaluru
201,Customer_201,33,Female,Engineer,681590,Hyderabad
202,Customer_202,37,Male,Salaried,1149556,Ahmedabad
203,Customer_203,24,Male,Salaried,2825084,Bengaluru
204,Customer_204,34,Female,Salaried,659846,Chennai
205,Customer_205,29,Female,Doctor,689413,Mumbai
206,Customer_206,40,Male,Doctor,2968023,Pune
207,Customer_207,51,Male,Engineer,2803734,Ahmedabad
208,Customer_208,53,Female,Business,2348955,Mumbai
209,Customer_209,40,Female,Doctor,1068118,Bengaluru
210,Customer_210,64,Female,Business,1845627,Lucknow
211,Customer_211,39,Female,Doctor,1122352,Pune
212,Customer_212,48,Male,Salaried,612080,Jaipur
213,Customer_213,51,Male,Government,2799816,Mumbai
214,Customer_214,26,Male,Doctor,1301141,Pune
215,Customer_215,50,Male,Government,978132,Bengaluru
216,Customer_216,52,Male,Doctor,1503325,Lucknow
217,Customer_217,25,Female,Self-Employed,1538891,Jaipur
218,Customer_218,63,Female,Self-Employed,2464530,Chennai
219,Customer_219,40,Female,Business,2446427,Delhi
220,Customer_220,56,Male,Salaried,2646719,Delhi
221,Customer_221,33,Male,Government,564624,Ahmedabad
222,Customer_222,40,Female,Teacher,2972932,Mumbai
223,Customer_223,22,Female,Business,747513,Bengaluru
224,Customer_224,33,Female,Self-Employed,1348837,Kolkata
225,Customer_225,49,Male,Teacher,2217308,Jaipur
226,Customer_226,21,Male,Engineer,501633,Ahmedabad
227,Customer_227,61,Male,Salaried,2550115,Mumbai
228,Customer_228,37,Male,Doctor,252863,Bengaluru
229,Customer_229,52,Male,Teacher,2413923,Mumbai
230,Customer_230,57,Female,Doctor,2483935,Ahmedabad
231,Customer_231,51,Female,Self-Employed,1884000,Delhi
232,Customer_232,28,Male,Engineer,982158,Delhi
233,Customer_233,62,Male,Salaried,2084045,Mumbai
234,Customer_234,48,Male,Government,2465485,Delhi
235,Customer_235,48,Female,Business,2862919,Mumbai
236,Customer_236,31,Male,Self-Employed,2851904,Bengaluru
237,Customer_237,38,Male,Self-Employed,2138844,Bengaluru
238,Customer_238,24,Female,Salaried,808203,Hyderabad
239,Customer_239,56,Female,Salaried,2623481,Kolkata
240,Customer_240,34,Male,Government,2493333,Delhi
241,Customer_241,29,Male,Business,1495510,Chennai
242,Customer_242,30,Male,Government,1660979,Ahmedabad
243,Customer_243,30,Male,Engineer,2097733,Ahmedabad
244,Customer_244,22,Male,Government,568268,Lucknow
245,Customer_245,50,Female,Salaried,962160,Chennai
246,Customer_246,42,Male,Teacher,2464155,Hyderabad
247,Customer_247,30,Female,Doctor,1668039,Jaipur
248,Customer_248,55,Male,Government,251531,Kolkata
249,Customer_249,64,Female,Business,359843,Mumbai
250,Customer_250,65,Male,Teacher,1754764,Bengaluru
251,Customer_251,52,Male,Self-Employed,1329222,Chennai
252,Customer_252,54,Male,Self-Employed,2132106,Lucknow
253,Customer_253,38,Female,Self-Employed,1016997,Delhi
254,Customer_254,50,Female,Self-Employed,1176077,Bengaluru
255,Customer_255,45,Female,Engineer,1453538,Kolkata
256,Customer_256,38,Female,Self-Employed,962026,Lucknow
257,Customer_257,65,Female,Engineer,2295766,Delhi
258,Customer_258,23,Female,Self-Employed,469773,Kolkata
259,Customer_259,43,Male,Doctor,2142715,Ahmedabad
260,Customer_260,59,Female,Self-Employed,2257481,Bengaluru
261,Customer_261,26,Male,Doctor,1126828,Bengaluru
262,Customer_262,52,Female,Doctor,892273,Hyderabad
263,Customer_263,57,Male,Salaried,853941,Jaipur
264,Customer_264,41,Female,Teacher,1388423,Bengaluru
265,Customer_265,27,Female,Business,490303,Lucknow
266,Customer_266,61,Female,Engineer,689321,Mumbai
267,Customer_267,60,Male,Self-Employed,1702054,Jaipur
268,Customer_268,48,Female,Business,615622,Kolkata
269,Customer_269,63,Male,Government,2625635,Jaipur
270,Customer_270,55,Female,Doctor,648047,Kolkata
271,Customer_271,54,Female,Business,2758877,Delhi
272,Customer_272,62,Male,Doctor,665571,Bengaluru
273,Customer_273,44,Male,Self-Employed,2655266,Ahmedabad
274,Customer_274,62,Male,Salaried,2009202,Pune
275,Customer_275,50,Male,Government,534567,Ahmedabad
276,Customer_276,61,Female,Engineer,603594,Jaipur
277,Customer_277,34,Male,Salaried,1481320,Pune
278,Customer_278,47,Male,Engineer,2410919,Hyderabad
279,Customer_279,29,Male,Business,2947775,Bengaluru
280,Customer_280,24,Female,Engineer,837914,Pune
281,Customer_281,64,Female,Doctor,1369815,Bengaluru
282,Customer_282,49,Female,Salaried,647650,Ahmedabad
283,Customer_283,46,Female,Engineer,2106406,Hyderabad
284,Customer_284,56,Male,Self-Employed,2035817,Jaipur
285,Customer_285,58,Female,Government,2355069,Lucknow
286,Customer_286,56,Male,Engineer,2731020,Lucknow
287,Customer_287,50,Male,Self-Employed,2306744,Ahmedabad
288,Customer_288,55,Male,Self-Employed,2367813,Delhi
289,Customer_289,52,Male,Business,2523634,Pune
290,Customer_290,41,Male,Engineer,1386325,Hyderabad
291,Customer_291,58,Female,Doctor,1164494,Chennai
292,Customer_292,46,Male,Salaried,1779266,Delhi
293,Customer_293,40,Female,Salaried,2916202,Pune
294,Customer_294,60,Male,Business,1495596,Ahmedabad
295,Customer_295,21,Male,Teacher,2059702,Lucknow
296,Customer_296,29,Male,Engineer,2830800,Chennai
297,Customer_297,48,Male,Business,1712936,Mumbai
298,Customer_298,42,Female,Business,2624511,Kolkata
299,Customer_299,24,Male,Salaried,279646,Chennai
300,Customer_300,51,Female,Teacher,2381226,Mumbai
301,Customer_301,62,Female,Teacher,781889,Lucknow
302,Customer_302,29,Female,Teacher,1343243,Kolkata
303,Customer_303,61,Male,Self-Employed,2473790,Chennai
304,Customer_304,27,Female,Teacher,1780161,Lucknow
305,Customer_305,23,Male,Business,684869,Kolkata
306,Customer_306,56,Male,Self-Employed,464861,Jaipur
307,Customer_307,38,Male,Business,564500,Lucknow
308,Customer_308,22,Female,Salaried,1834026,Pune
309,Customer_309,34,Male,Salaried,995254,Chennai
310,Customer_310,46,Female,Doctor,2259928,Ahmedabad
311,Customer_311,53,Male,Doctor,774892,Pune
312,Customer_312,25,Female,Doctor,2299384,Delhi
313,Customer_313,46,Female,Government,1523238,Ahmedabad
314,Customer_314,56,Male,Teacher,2222990,Ahmedabad
315,Customer_315,32,Female,Self-Employed,1121998,Kolkata
316,Customer_316,39,Male,Government,2928555,Bengaluru
317,Customer_317,21,Female,Teacher,367470,Chennai
318,Customer_318,63,Female,Government,2464010,Ahmedabad
319,Customer_319,28,Female,Government,1155771,Pune
320,Customer_320,25,Male,Salaried,1670872,Kolkata
321,Customer_321,43,Male,Salaried,473264,Hyderabad
322,Customer_322,50,Female,Teacher,1283005,Hyderabad
323,Customer_323,29,Female,Teacher,2291220,Pune
324,Customer_324,23,Male,Business,825558,Hyderabad
325,Customer_325,65,Female,Salaried,315715,Kolkata
326,Customer_326,37,Female,Business,1316838,Lucknow
327,Customer_327,30,Female,Business,265159,Pune
328,Customer_328,48,Male,Salaried,1206188,Mumbai
329,Customer_329,65,Male,Business,866114,Jaipur
330,Customer_330,61,Female,Doctor,2950731,Delhi
331,Customer_331,52,Female,Self-Employed,1111889,Mumbai
332,Customer_332,63,Female,Government,288378,Bengaluru
333,Customer_333,28,Male,Business,2684075,Hyderabad
334,Customer_334,49,Female,Doctor,1898510,Ahmedabad
335,Customer_335,64,Female,Doctor,859926,Hyderabad
336,Customer_336,47,Male,Engineer,1020445,Kolkata
337,Customer_337,46,Female,Engineer,2180819,Chennai
338,Customer_338,64,Male,Business,2159714,Lucknow
339,Customer_339,30,Female,Business,2524276,Bengaluru
340,Customer_340,41,Female,Teacher,1548932,Chennai
341,Customer_341,34,Female,Government,2015773,Pune
342,Customer_342,60,Male,Government,2426193,Delhi
343,Customer_343,40,Female,Doctor,456896,Pune
344,Customer_344,34,Male,Salaried,940136,Mumbai
345,Customer_345,31,Male,Salaried,1459088,Chennai
346,Customer_346,54,Female,Engineer,830652,Lucknow
347,Customer_347,35,Male,Doctor,531489,Chennai
348,Customer_348,31,Female,Self-Employed,2847505,Kolkata
349,Customer_349,23,Male,Government,991425,Ahmedabad
350,Customer_350,48,Male,Salaried,590975,Mumbai
351,Customer_351,56,Male,Engineer,1550468,Mumbai
352,Customer_352,61,Female,Doctor,2253426,Hyderabad
353,Customer_353,57,Male,Doctor,2364512,Mumbai
354,Customer_354,23,Female,Teacher,437817,Lucknow
355,Customer_355,43,Female,Salaried,1560950,Kolkata
356,Customer_356,59,Male,Engineer,1233410,Chennai
357,Customer_357,50,Female,Government,2424214,Pune
358,Customer_358,53,Female,Teacher,1015957,Ahmedabad
359,Customer_359,48,Male,Business,1998926,Kolkata
360,Customer_360,43,Male,Business,925372,Pune
361,Customer_361,64,Female,Engineer,828105,Hyderabad
362,Customer_362,52,Female,Business,2994706,Bengaluru
363,Customer_363,44,Male,Engineer,1476788,Pune
364,Customer_364,44,Male,Teacher,2119348,Chennai
365,Customer_365,55,Male,Doctor,2470409,Pune
366,Customer_366,31,Male,Engineer,458808,Delhi
367,Customer_367,59,Female,Self-Employed,1023370,Ahmedabad
368,Customer_368,21,Male,Teacher,2891471,Mumbai
369,Customer_369,26,Male,Salaried,2611795,Mumbai
370,Customer_370,55,Male,Engineer,447980,Kolkata
371,Customer_371,65,Female,Business,1685131,Kolkata
372,Customer_372,30,Male,Government,1358649,Kolkata
373,Customer_373,30,Male,Government,2204613,Jaipur
374,Customer_374,46,Female,Salaried,1308628,Lucknow
375,Customer_375,46,Male,Government,527994,Bengaluru
376,Customer_376,61,Female,Self-Employed,1672813,Ahmedabad
377,Customer_377,24,Male,Salaried,904665,Chennai
378,Customer_378,36,Male,Salaried,1204695,Bengaluru
379,Customer_379,31,Female,Engineer,408471,Delhi
380,Customer_380,61,Female,Self-Employed,2823310,Jaipur
381,Customer_381,54,Male,Self-Employed,1430727,Lucknow
382,Customer_382,41,Male,Teacher,2784348,Bengaluru
383,Customer_383,59,Male,Engineer,1303921,Mumbai
384,Customer_384,30,Female,Doctor,2004041,Mumbai
385,Customer_385,61,Male,Salaried,2222297,Bengaluru
386,Customer_386,21,Male,Salaried,1443136,Pune
387,Customer_387,36,Male,Teacher,2200543,Mumbai
388,Customer_388,49,Male,Salaried,2651359,Bengaluru
389,Customer_389,52,Female,Doctor,1313617,Delhi
390,Customer_390,36,Male,Government,2232515,Hyderabad
391,Customer_391,42,Male,Doctor,1867534,Ahmedabad
392,Customer_392,36,Male,Business,364103,Kolkata
393,Customer_393,34,Male,Self-Employed,1574584,Lucknow
394,Customer_394,24,Male,Self-Employed,2820205,Hyderabad
395,Customer_395,30,Female,Teacher,1077305,Chennai
396,Customer_396,54,Female,Teacher,620136,Mumbai
397,Customer_397,56,Male,Self-Employed,2870283,Bengaluru
398,Customer_398,29,Male,Government,2680103,Kolkata
399,Customer_399,36,Female,Self-Employed,2919342,Ahmedabad
400,Customer_400,65,Male,Engineer,1926987,Delhi
401,Customer_401,58,Female,Teacher,2644693,Chennai
402,Customer_402,41,Female,Government,417373,Hyderabad
403,Customer_403,58,Female,Salaried,2845889,Kolkata
404,Customer_404,34,Female,Engineer,2528170,Pune
405,Customer_405,61,Male,Self-Employed,548700,Delhi
406,Customer_406,27,Female,Salaried,1348552,Bengaluru
407,Customer_407,45,Female,Salaried,1751449,Lucknow
408,Customer_408,62,Female,Doctor,309895,Bengaluru
409,Customer_409,43,Female,Doctor,859787,Ahmedabad
410,Customer_410,23,Male,Salaried,991291,Hyderabad
411,Customer_411,30,Male,Business,946471,Lucknow
412,Customer_412,52,Female,Doctor,2344601,Jaipur
413,Customer_413,37,Female,Salaried,1533650,Lucknow
414,Customer_414,42,Male,Business,738595,Mumbai
415,Customer_415,23,Female,Salaried,902004,Lucknow
416,Customer_416,48,Female,Business,1113911,Kolkata
417,Customer_417,37,Female,Engineer,717361,Mumbai
418,Customer_418,39,Male,Salaried,2865675,Delhi
419,Customer_419,53,Female,Government,1827317,Lucknow
420,Customer_420,36,Female,Business,1451492,Pune
421,Customer_421,46,Female,Government,2028668,Bengaluru
422,Customer_422,21,Male,Business,2784306,Bengaluru
423,Customer_423,23,Female,Engineer,2865509,Bengaluru
424,Customer_424,32,Male,Engineer,1546374,Pune
425,Customer_425,56,Male,Teacher,802620,Chennai
426,Customer_426,22,Female,Teacher,1571524,Jaipur
427,Customer_427,38,Male,Government,1767075,Pune
428,Customer_428,51,Male,Business,1517207,Pune
429,Customer_429,35,Female,Salaried,738857,Hyderabad
430,Customer_430,57,Female,Salaried,1187462,Pune
431,Customer_431,56,Male,Government,2162572,Hyderabad
432,Customer_432,35,Female,Salaried,814200,Hyderabad
433,Customer_433,28,Female,Salaried,2163232,Jaipur
434,Customer_434,44,Male,Business,1011997,Bengaluru
435,Customer_435,64,Female,Teacher,1649728,Mumbai
436,Customer_436,44,Male,Government,1451278,Ahmedabad
437,Customer_437,43,Male,Salaried,1348308,Bengaluru
438,Customer_438,40,Female,Doctor,1448473,Bengaluru
439,Customer_439,35,Male,Doctor,786115,Mumbai
440,Customer_440,48,Female,Salaried,567502,Delhi
441,Customer_441,47,Female,Engineer,462847,Ahmedabad
442,Customer_442,53,Male,Doctor,2673997,Chennai
443,Customer_443,39,Male,Self-Employed,1887664,Mumbai
444,Customer_444,42,Female,Self-Employed,492943,Delhi
445,Customer_445,30,Female,Doctor,2253829,Pune
446,Customer_446,40,Female,Self-Employed,2819214,Kolkata
447,Customer_447,34,Male,Business,684509,Bengaluru
448,Customer_448,56,Male,Government,2457154,Jaipur
449,Customer_449,30,Female,Teacher,2777342,Pune
450,Customer_450,54,Male,Teacher,580145,Jaipur
451,Customer_451,25,Female,Teacher,1845235,Kolkata
452,Customer_452,59,Male,Government,2768355,Pune
453,Customer_453,38,Male,Self-Employed,2179832,Jaipur
454,Customer_454,64,Male,Business,433767,Mumbai
455,Customer_455,43,Female,Business,1867666,Mumbai
456,Customer_456,37,Male,Self-Employed,1907748,Delhi
457,Customer_457,33,Male,Doctor,2206821,Chennai
458,Customer_458,47,Female,Doctor,2836660,Mumbai
459,Customer_459,57,Female,Engineer,583781,Mumbai
460,Customer_460,64,Female,Doctor,1803856,Mumbai
461,Customer_461,42,Female,Engineer,327139,Mumbai
462,Customer_462,44,Female,Salaried,2445082,Chennai
463,Customer_463,36,Female,Salaried,2819976,Hyderabad
464,Customer_464,39,Male,Doctor,1836002,Pune
465,Customer_465,26,Male,Engineer,325075,Ahmedabad
466,Customer_466,63,Male,Business,1423030,Delhi
467,Customer_467,31,Female,Self-Employed,1670690,Bengaluru
468,Customer_468,42,Male,Self-Employed,1674644,Kolkata
469,Customer_469,46,Male,Doctor,1236528,Pune
470,Customer_470,35,Male,Salaried,2559720,Mumbai
471,Customer_471,54,Male,Teacher,1056060,Delhi
472,Customer_472,27,Male,Business,1065724,Delhi
473,Customer_473,34,Male,Engineer,799486,Hyderabad
474,Customer_474,44,Female,Business,2239654,Hyderabad
475,Customer_475,45,Female,Engineer,1973048,Chennai
476,Customer_476,52,Male,Teacher,2168636,Mumbai
477,Customer_477,52,Male,Salaried,2550620,Hyderabad
478,Customer_478,50,Male,Teacher,2962269,Kolkata
479,Customer_479,21,Male,Government,1616795,Chennai
480,Customer_480,50,Female,Self-Employed,1154143,Bengaluru
481,Customer_481,53,Female,Salaried,621980,Delhi
482,Customer_482,44,Female,Government,1393461,Jaipur
483,Customer_483,59,Male,Teacher,2058522,Bengaluru
484,Customer_484,46,Female,Teacher,2527443,Ahmedabad
485,Customer_485,57,Female,Business,1907557,Delhi
486,Customer_486,47,Male,Government,1643817,Mumbai
487,Customer_487,41,Male,Doctor,2838401,Chennai
488,Customer_488,30,Male,Self-Employed,734940,Chennai
489,Customer_489,35,Female,Salaried,1859034,Hyderabad
490,Customer_490,26,Male,Doctor,626959,Kolkata
491,Customer_491,48,Male,Doctor,1553633,Ahmedabad
492,Customer_492,45,Female,Engineer,2713593,Lucknow
493,Customer_493,64,Male,Self-Employed,1772879,Kolkata
494,Customer_494,39,Female,Government,1006813,Jaipur
495,Customer_495,53,Female,Teacher,383271,Jaipur
496,Customer_496,52,Female,Government,450085,Delhi
497,Customer_497,25,Male,Government,2951127,Ahmedabad
498,Customer_498,63,Female,Self-Employed,2528643,Ahmedabad
499,Customer_499,61,Female,Teacher,2286017,Delhi
500,Customer_500,59,Female,Self-Employed,983293,Chennai
501,Customer_501,53,Female,Doctor,1722555,Jaipur
502,Customer_502,50,Male,Doctor,2670405,Mumbai
503,Customer_503,40,Female,Government,1018754,Ahmedabad
504,Customer_504,31,Male,Engineer,2065908,Chennai
505,Customer_505,21,Male,Salaried,1687627,Pune
506,Customer_506,22,Male,Self-Employed,390541,Lucknow
507,Customer_507,42,Male,Engineer,1117559,Delhi
